date,repo_rate,reverse_repo_rate,msf_rate,bank_rate,repo_reverse_spread,call_rate,cp_rate_3m,cd_rate_3m,tbill_91d,repo_call_spread,cp_repo_spread,yield_curve_slope,repo_volatility,call_volatility,repo_ma_30,repo_ma_90,repo_change,repo_sma_30,repo_sma_90,repo_volatility_30,repo_momentum
2020-04-28,4.4,4.0,4.65,4.65,0.4000000000000003,5.95,6.73,6.87,5.83,-1.5499999999999998,2.33,0.9000000000000004,0.0,0.1001430012015602,4.4,4.875,0.0,4.4,4.875,0.0,0.0
2020-04-29,4.4,4.0,4.65,4.65,0.4000000000000003,6.03,6.82,6.68,5.96,-1.63,2.42,0.8600000000000003,0.0,0.09186697028794064,4.4,4.866666666666666,0.0,4.4,4.866666666666666,0.0,0.0
2020-04-30,4.4,4.0,4.65,4.65,0.4000000000000003,6.03,6.69,6.58,5.92,-1.63,2.29,0.7700000000000005,0.0,0.09198700557906304,4.4,4.858333333333334,0.0,4.4,4.858333333333334,0.0,0.0
2020-05-01,4.4,4.0,4.65,4.65,0.4000000000000003,6.06,6.69,6.6,5.95,-1.6599999999999993,2.29,0.7400000000000002,0.0,0.09253517504543826,4.4,4.85,0.0,4.4,4.85,0.0,0.0
2020-05-02,4.4,4.0,4.65,4.65,0.4000000000000003,6.11,6.74,6.34,6.05,-1.71,2.34,0.6900000000000004,0.0,0.09448225522141333,4.4,4.841666666666668,0.0,4.4,4.841666666666668,0.0,0.0
2020-05-03,4.4,4.0,4.65,4.65,0.4000000000000003,5.91,6.65,6.48,6.06,-1.5099999999999998,2.25,0.5900000000000007,0.0,0.09447069727528459,4.4,4.833333333333333,0.0,4.4,4.833333333333333,0.0,0.0
2020-05-04,4.4,4.0,4.65,4.65,0.4000000000000003,5.79,7.22,6.68,5.97,-1.3899999999999997,2.8199999999999994,1.25,0.0,0.10014070560736336,4.4,4.825,0.0,4.4,4.825,0.0,0.0
2020-05-05,4.4,4.0,4.65,4.65,0.4000000000000003,5.99,6.79,6.61,6.0,-1.59,2.39,0.79,0.0,0.10014070560736336,4.4,4.816666666666667,0.0,4.4,4.816666666666667,0.0,0.0
2020-05-06,4.4,4.0,4.65,4.65,0.4000000000000003,6.06,6.76,6.53,5.94,-1.6599999999999993,2.3599999999999994,0.8199999999999994,0.0,0.10070384485120935,4.4,4.808333333333334,0.0,4.4,4.808333333333334,0.0,0.0
2020-05-07,4.4,4.0,4.65,4.65,0.4000000000000003,5.98,6.92,6.62,5.71,-1.58,2.52,1.21,0.0,0.09894907548951803,4.4,4.800000000000001,0.0,4.4,4.800000000000001,0.0,0.0
2020-05-08,4.4,4.0,4.65,4.65,0.4000000000000003,6.07,6.78,6.55,5.92,-1.67,2.38,0.8600000000000003,0.0,0.09735820812677003,4.4,4.791666666666667,0.0,4.4,4.791666666666667,0.0,0.0
2020-05-09,4.4,4.0,4.65,4.65,0.4000000000000003,6.11,6.89,6.46,5.98,-1.71,2.4899999999999998,0.9099999999999993,0.0,0.09603699000008377,4.4,4.783333333333334,0.0,4.4,4.783333333333334,0.0,0.0
2020-05-10,4.4,4.0,4.65,4.65,0.4000000000000003,5.9,6.54,6.47,6.02,-1.5,2.14,0.5200000000000005,0.0,0.09778230571194989,4.4,4.775,0.0,4.4,4.775,0.0,0.0
2020-05-11,4.4,4.0,4.65,4.65,0.4000000000000003,6.1,6.83,6.64,5.99,-1.6999999999999993,2.43,0.8399999999999999,0.0,0.09653121703402162,4.4,4.766666666666667,0.0,4.4,4.766666666666667,0.0,0.0
2020-05-12,4.4,4.0,4.65,4.65,0.4000000000000003,5.94,6.81,6.65,6.01,-1.54,2.4099999999999997,0.7999999999999998,0.0,0.09504022137054023,4.4,4.758333333333334,0.0,4.4,4.758333333333334,0.0,0.0
2020-05-13,4.4,4.0,4.65,4.65,0.4000000000000003,6.12,6.86,6.59,6.04,-1.7199999999999998,2.46,0.8200000000000003,0.0,0.09739657054549315,4.4,4.75,0.0,4.4,4.75,0.0,0.0
2020-05-14,4.4,4.0,4.65,4.65,0.4000000000000003,6.0,6.62,6.53,5.89,-1.5999999999999996,2.22,0.7300000000000004,0.0,0.09665735190952163,4.4,4.741666666666667,0.0,4.4,4.741666666666667,0.0,0.0
2020-05-15,4.4,4.0,4.65,4.65,0.4000000000000003,5.93,6.73,6.45,5.93,-1.5299999999999994,2.33,0.8000000000000007,0.0,0.09591663046625618,4.4,4.733333333333334,0.0,4.4,4.733333333333334,0.0,0.0
2020-05-16,4.4,4.0,4.65,4.65,0.4000000000000003,5.81,6.78,6.55,5.88,-1.4099999999999993,2.38,0.9000000000000004,0.0,0.10199673197379346,4.4,4.725,0.0,4.4,4.725,0.0,0.0
2020-05-17,4.4,4.0,4.65,4.65,0.4000000000000003,6.07,6.89,6.36,5.89,-1.67,2.4899999999999998,1.0,0.0,0.1025765763855907,4.4,4.716666666666668,0.0,4.4,4.716666666666668,0.0,0.0
2020-05-18,4.4,4.0,4.65,4.65,0.4000000000000003,5.92,6.61,6.65,5.93,-1.5199999999999996,2.21,0.6800000000000006,0.0,0.10334019257916693,4.4,4.708333333333333,0.0,4.4,4.708333333333333,0.0,0.0
2020-05-19,4.4,4.0,4.65,4.65,0.4000000000000003,5.97,6.45,6.63,5.85,-1.5699999999999994,2.05,0.6000000000000005,0.0,0.10334019257916693,4.4,4.700000000000001,0.0,4.4,4.700000000000001,0.0,0.0
2020-05-20,4.4,4.0,4.65,4.65,0.4000000000000003,6.01,6.79,6.71,5.85,-1.6099999999999994,2.39,0.9400000000000004,0.0,0.10244202172981781,4.4,4.691666666666667,0.0,4.4,4.691666666666667,0.0,0.0
2020-05-21,4.4,4.0,4.65,4.65,0.4000000000000003,5.7,6.78,6.77,6.05,-1.2999999999999998,2.38,0.7300000000000004,0.0,0.11569082857380145,4.4,4.683333333333334,0.0,4.4,4.683333333333334,0.0,0.0
2020-05-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.68,6.65,5.87,-2.02,2.68,0.8099999999999996,0.07302967433399793,0.11413643781361955,4.386666666666667,4.670555555555556,-0.40000000000000036,4.386666666666667,4.670555555555556,0.07302967433399793,-0.09090909090909094
2020-05-23,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.83,6.68,6.17,-2.05,2.83,0.6600000000000001,0.10148325268096728,0.1139373693655057,4.373333333333334,4.657777777777778,0.0,4.373333333333334,4.657777777777778,0.10148325268096728,-0.09090909090909094
2020-05-24,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.67,6.55,5.81,-2.04,2.67,0.8600000000000003,0.12205143065173088,0.11353717301030947,4.36,4.6450000000000005,0.0,4.36,4.6450000000000005,0.12205143065173088,-0.09090909090909094
2020-05-25,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.69,6.49,5.96,-1.93,2.6900000000000004,0.7300000000000004,0.13829836145669067,0.10827593528074439,4.346666666666667,4.6322222222222225,0.0,4.346666666666667,4.6322222222222225,0.13829836145669067,-0.09090909090909094
2020-05-26,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.92,6.55,5.95,-1.92,2.92,0.9699999999999998,0.15161960871576816,0.10135915430251097,4.333333333333333,4.6194444444444445,0.0,4.333333333333333,4.6194444444444445,0.15161960871576816,-0.09090909090909094
2020-05-27,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.77,6.65,5.88,-1.97,2.77,0.8899999999999997,0.16273524086898267,0.09872113283875109,4.319999999999999,4.606666666666667,0.0,4.319999999999999,4.606666666666667,0.16273524086898267,-0.09090909090909094
2020-05-28,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.7,6.39,5.88,-1.93,2.7,0.8200000000000003,0.17207322686081925,0.09901874895028215,4.3066666666666675,4.5938888888888885,0.0,4.3066666666666675,4.5938888888888885,0.17207322686081925,-0.09090909090909094
2020-05-29,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.88,6.58,5.97,-1.95,2.88,0.91,0.1799105780435105,0.09876769447175165,4.293333333333334,4.581111111111111,0.0,4.293333333333334,4.581111111111111,0.1799105780435105,-0.09090909090909094
2020-05-30,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.73,6.6,5.94,-2.09,2.7300000000000004,0.79,0.18643663987974884,0.10041580220928471,4.28,4.568333333333333,0.0,4.28,4.568333333333333,0.18643663987974884,-0.09090909090909094
2020-05-31,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.66,6.26,5.94,-2.03,2.66,0.7199999999999998,0.19178532059414305,0.09975602421817432,4.266666666666667,4.555555555555555,0.0,4.266666666666667,4.555555555555555,0.19178532059414305,-0.09090909090909094
2020-06-01,4.0,3.35,4.25,4.25,0.6499999999999999,6.14,6.89,6.67,6.05,-2.14,2.89,0.8399999999999999,0.19605300714141388,0.10123660689055862,4.253333333333334,4.542777777777778,0.0,4.253333333333334,4.542777777777778,0.19605300714141388,-0.09090909090909094
2020-06-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.78,6.48,5.92,-2.01,2.78,0.8600000000000003,0.19930915164896548,0.10043869291504903,4.24,4.53,0.0,4.24,4.53,0.19930915164896548,-0.09090909090909094
2020-06-03,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.93,6.53,5.91,-2.06,2.93,1.0199999999999996,0.2016027731974819,0.09427033760268734,4.2266666666666675,4.517222222222222,0.0,4.2266666666666675,4.517222222222222,0.2016027731974819,-0.09090909090909094
2020-06-04,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.84,6.38,5.77,-2.0,2.84,1.0700000000000005,0.20296650536195943,0.09427338576909347,4.213333333333334,4.504444444444444,0.0,4.213333333333334,4.504444444444444,0.20296650536195943,-0.09090909090909094
2020-06-05,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.57,6.49,5.94,-1.9400000000000004,2.5700000000000003,0.6299999999999999,0.20341905108623243,0.09393627088886568,4.2,4.491666666666666,0.0,4.2,4.491666666666666,0.20341905108623243,-0.09090909090909094
2020-06-06,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.97,6.59,5.97,-1.95,2.97,1.0,0.20296650536195907,0.09420935356349286,4.1866666666666665,4.478888888888889,0.0,4.1866666666666665,4.478888888888889,0.20296650536195907,-0.09090909090909094
2020-06-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.58,6.67,5.94,-2.06,2.58,0.6399999999999997,0.20160277319748124,0.09393137627159785,4.173333333333334,4.466111111111111,0.0,4.173333333333334,4.466111111111111,0.20160277319748124,-0.09090909090909094
2020-06-08,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.59,6.36,6.02,-2.0700000000000003,2.59,0.5700000000000003,0.1993091516489645,0.09242642305186102,4.16,4.453333333333333,0.0,4.16,4.453333333333333,0.1993091516489645,-0.09090909090909094
2020-06-09,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.61,6.45,6.04,-2.04,2.6100000000000003,0.5700000000000003,0.19605300714141258,0.09137581862771806,4.1466666666666665,4.440555555555555,0.0,4.1466666666666665,4.440555555555555,0.19605300714141258,-0.09090909090909094
2020-06-10,4.0,3.35,4.25,4.25,0.6499999999999999,5.88,7.0,6.44,6.0,-1.88,3.0,1.0,0.19178532059414136,0.09126505544198345,4.133333333333334,4.427777777777778,0.0,4.133333333333334,4.427777777777778,0.19178532059414136,-0.09090909090909094
2020-06-11,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.84,6.48,5.94,-1.97,2.84,0.8999999999999995,0.18643663987974674,0.09091868287955138,4.12,4.415,0.0,4.12,4.415,0.18643663987974674,-0.09090909090909094
2020-06-12,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.6,6.64,5.91,-2.0,2.6,0.6899999999999995,0.1799105780435079,0.08739131180678734,4.1066666666666665,4.402222222222222,0.0,4.1066666666666665,4.402222222222222,0.1799105780435079,-0.09090909090909094
2020-06-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.6,6.24,5.93,-1.9800000000000004,2.6,0.6699999999999999,0.1720732268608162,0.08732552391161233,4.093333333333334,4.389444444444445,0.0,4.093333333333334,4.389444444444445,0.1720732268608162,-0.09090909090909094
2020-06-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.24,6.87,6.55,5.93,-2.24,2.87,0.9400000000000004,0.1627352408689791,0.09864891887599632,4.08,4.376666666666666,0.0,4.08,4.376666666666666,0.1627352408689791,-0.09090909090909094
2020-06-15,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.83,6.41,6.04,-2.0,2.83,0.79,0.15161960871576388,0.0924904468505865,4.066666666666666,4.363888888888889,0.0,4.066666666666666,4.363888888888889,0.15161960871576388,-0.09090909090909094
2020-06-16,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.86,6.6,5.95,-2.0700000000000003,2.8600000000000003,0.91,0.1382983614566854,0.0924904468505865,4.053333333333334,4.351111111111111,0.0,4.053333333333334,4.351111111111111,0.1382983614566854,-0.09090909090909094
2020-06-17,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.84,6.51,5.9,-2.0700000000000003,2.84,0.9399999999999996,0.12205143065172423,0.09218235301236855,4.04,4.338333333333333,0.0,4.04,4.338333333333333,0.12205143065172423,-0.09090909090909094
2020-06-18,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.98,6.4,5.83,-2.01,2.9800000000000004,1.1500000000000004,0.10148325268095855,0.09197763346309591,4.026666666666667,4.325555555555556,0.0,4.026666666666667,4.325555555555556,0.10148325268095855,-0.09090909090909094
2020-06-19,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.76,6.57,5.97,-2.02,2.76,0.79,0.07302967433398481,0.0920169899354568,4.013333333333334,4.312777777777778,0.0,4.013333333333334,4.312777777777778,0.07302967433398481,-0.09090909090909094
2020-06-20,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.97,6.36,5.88,-1.9800000000000004,2.97,1.09,0.0,0.07209189537881852,4.0,4.3,0.0,4.0,4.3,0.0,-0.09090909090909094
2020-06-21,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.5,6.53,6.08,-1.99,2.5,0.4199999999999999,0.0,0.07221376313561761,4.0,4.287222222222223,0.0,4.0,4.287222222222223,0.0,0.0
2020-06-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.78,6.4,5.9,-2.0,2.78,0.8799999999999999,0.0,0.07190670839806185,4.0,4.274444444444445,0.0,4.0,4.274444444444445,0.0,0.0
2020-06-23,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.7,6.7,5.99,-1.96,2.7,0.71,0.0,0.0722893292709031,4.0,4.261666666666667,0.0,4.0,4.261666666666667,0.0,0.0
2020-06-24,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.79,6.61,6.04,-1.89,2.79,0.75,0.0,0.07413563214826781,4.0,4.248888888888889,0.0,4.0,4.248888888888889,0.0,0.0
2020-06-25,4.0,3.35,4.25,4.25,0.6499999999999999,6.16,6.6,6.45,5.85,-2.16,2.6,0.75,0.0,0.07726949406230012,4.0,4.2444444444444445,0.0,4.0,4.2444444444444445,0.0,0.0
2020-06-26,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.82,6.67,5.94,-1.9800000000000004,2.8200000000000003,0.8799999999999999,0.0,0.07708854440292065,4.0,4.24,0.0,4.0,4.24,0.0,0.0
2020-06-27,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.77,6.45,6.12,-1.97,2.77,0.6499999999999995,0.0,0.07589239205884815,4.0,4.235555555555555,0.0,4.0,4.235555555555555,0.0,0.0
2020-06-28,4.0,3.35,4.25,4.25,0.6499999999999999,5.84,6.78,6.79,5.95,-1.84,2.78,0.8300000000000001,0.0,0.08167780829464195,4.0,4.231111111111111,0.0,4.0,4.231111111111111,0.0,0.0
2020-06-29,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.7,6.53,6.06,-1.9800000000000004,2.7,0.6400000000000006,0.0,0.08057908230891797,4.0,4.226666666666667,0.0,4.0,4.226666666666667,0.0,0.0
2020-06-30,4.0,3.35,4.25,4.25,0.6499999999999999,5.78,6.98,6.38,5.93,-1.7800000000000002,2.9800000000000004,1.0500000000000007,0.0,0.09069590468393365,4.0,4.222222222222222,0.0,4.0,4.222222222222222,0.0,0.0
2020-07-01,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.84,6.36,5.99,-1.96,2.84,0.8499999999999996,0.0,0.08708827599678651,4.0,4.217777777777778,0.0,4.0,4.217777777777778,0.0,0.0
2020-07-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.2,6.55,6.57,5.9,-2.2,2.55,0.6499999999999995,0.0,0.09476225544736505,4.0,4.213333333333333,0.0,4.0,4.213333333333333,0.0,0.0
2020-07-03,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.75,6.47,5.99,-2.04,2.75,0.7599999999999998,0.0,0.0944074076579273,4.0,4.208888888888889,0.0,4.0,4.208888888888889,0.0,0.0
2020-07-04,4.0,3.35,4.25,4.25,0.6499999999999999,6.18,6.72,6.64,5.85,-2.18,2.72,0.8700000000000001,0.0,0.09990167579969074,4.0,4.204444444444444,0.0,4.0,4.204444444444444,0.0,0.0
2020-07-05,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.82,6.73,5.98,-1.9000000000000004,2.8200000000000003,0.8399999999999999,0.0,0.10108662496654425,4.0,4.2,0.0,4.0,4.2,0.0,0.0
2020-07-06,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.75,6.4,6.0,-1.97,2.75,0.75,0.0,0.10077230508063555,4.0,4.195555555555555,0.0,4.0,4.195555555555555,0.0,0.0
2020-07-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.68,6.49,5.97,-2.09,2.68,0.71,0.0,0.1014696602636635,4.0,4.191111111111111,0.0,4.0,4.191111111111111,0.0,0.0
2020-07-08,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.74,6.8,5.93,-1.96,2.74,0.8100000000000005,0.0,0.10111391095445825,4.0,4.1866666666666665,0.0,4.0,4.1866666666666665,0.0,0.0
2020-07-09,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.65,6.64,5.94,-1.96,2.6500000000000004,0.71,0.0,0.10117754964281628,4.0,4.182222222222222,0.0,4.0,4.182222222222222,0.0,0.0
2020-07-10,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.95,6.72,5.9,-1.9400000000000004,2.95,1.0499999999999998,0.0,0.09927843117491383,4.0,4.177777777777778,0.0,4.0,4.177777777777778,0.0,0.0
2020-07-11,4.0,3.35,4.25,4.25,0.6499999999999999,5.81,6.9,6.47,6.01,-1.81,2.9000000000000004,0.8900000000000006,0.0,0.10523154546484631,4.0,4.173333333333333,0.0,4.0,4.173333333333333,0.0,0.0
2020-07-12,4.0,3.35,4.25,4.25,0.6499999999999999,5.8,6.88,6.4,6.01,-1.7999999999999998,2.88,0.8700000000000001,0.0,0.11124220236136775,4.0,4.168888888888889,0.0,4.0,4.168888888888889,0.0,0.0
2020-07-13,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.61,6.5,6.0,-2.0,2.6100000000000003,0.6100000000000003,0.0,0.11123393594469141,4.0,4.164444444444444,0.0,4.0,4.164444444444444,0.0,0.0
2020-07-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.84,6.79,5.82,-2.01,2.84,1.0199999999999996,0.0,0.10098139125260187,4.0,4.16,0.0,4.0,4.16,0.0,0.0
2020-07-15,4.0,3.35,4.25,4.25,0.6499999999999999,6.16,6.77,6.44,5.84,-2.16,2.77,0.9299999999999996,0.0,0.10595813530249687,4.0,4.155555555555556,0.0,4.0,4.155555555555556,0.0,0.0
2020-07-16,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.89,6.53,6.07,-1.9800000000000004,2.89,0.8199999999999994,0.0,0.1048638964639874,4.0,4.151111111111111,0.0,4.0,4.151111111111111,0.0,0.0
2020-07-17,4.0,3.35,4.25,4.25,0.6499999999999999,5.85,6.75,6.4,5.98,-1.85,2.75,0.7699999999999996,0.0,0.10649105515294233,4.0,4.1466666666666665,0.0,4.0,4.1466666666666665,0.0,0.0
2020-07-18,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.69,6.24,5.97,-2.09,2.6900000000000004,0.7200000000000006,0.0,0.10828071224220366,4.0,4.142222222222222,0.0,4.0,4.142222222222222,0.0,0.0
2020-07-19,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.81,6.7,5.86,-2.04,2.81,0.9499999999999992,0.0,0.10858600066413086,4.0,4.137777777777777,0.0,4.0,4.137777777777777,0.0,0.0
2020-07-20,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.93,6.34,5.98,-2.0700000000000003,2.93,0.9499999999999992,0.0,0.10975626078547816,4.0,4.133333333333334,0.0,4.0,4.133333333333334,0.0,0.0
2020-07-21,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.74,6.59,5.91,-1.95,2.74,0.8300000000000001,0.0,0.10994042273761209,4.0,4.128888888888889,0.0,4.0,4.128888888888889,0.0,0.0
2020-07-22,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.76,6.42,5.86,-1.93,2.76,0.8999999999999995,0.0,0.1103312671265398,4.0,4.124444444444444,0.0,4.0,4.124444444444444,0.0,0.0
2020-07-23,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.58,6.63,5.99,-2.0700000000000003,2.58,0.5899999999999999,0.0,0.11140894947439907,4.0,4.12,0.0,4.0,4.12,0.0,0.0
2020-07-24,4.0,3.35,4.25,4.25,0.6499999999999999,5.83,6.65,6.69,5.87,-1.83,2.6500000000000004,0.7800000000000002,0.0,0.11369448879171724,4.0,4.115555555555555,0.0,4.0,4.115555555555555,0.0,0.0
2020-07-25,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.82,6.64,5.93,-1.95,2.8200000000000003,0.8900000000000006,0.0,0.10880172835003518,4.0,4.111111111111111,0.0,4.0,4.111111111111111,0.0,0.0
2020-07-26,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.96,6.76,6.03,-1.9400000000000004,2.96,0.9299999999999996,0.0,0.10900015817768095,4.0,4.1066666666666665,0.0,4.0,4.1066666666666665,0.0,0.0
2020-07-27,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.63,6.45,5.99,-2.01,2.63,0.6399999999999997,0.0,0.10918138446019313,4.0,4.102222222222222,0.0,4.0,4.102222222222222,0.0,0.0
2020-07-28,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.96,6.63,5.83,-2.04,2.96,1.13,0.0,0.10664637019543978,4.0,4.097777777777778,0.0,4.0,4.097777777777778,0.0,0.0
2020-07-29,4.0,3.35,4.25,4.25,0.6499999999999999,6.11,6.6,6.5,5.97,-2.1100000000000003,2.6,0.6299999999999999,0.0,0.10913241982780329,4.0,4.093333333333333,0.0,4.0,4.093333333333333,0.0,0.0
2020-07-30,4.0,3.35,4.25,4.25,0.6499999999999999,6.2,7.22,6.62,5.94,-2.2,3.22,1.2799999999999994,0.0,0.10855582810744152,4.0,4.088888888888889,0.0,4.0,4.088888888888889,0.0,0.0
2020-07-31,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.88,6.51,6.09,-2.05,2.88,0.79,0.0,0.10861775219527611,4.0,4.084444444444444,0.0,4.0,4.084444444444444,0.0,0.0
2020-08-01,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.82,6.63,5.98,-2.02,2.8200000000000003,0.8399999999999999,0.0,0.10221961932385153,4.0,4.08,0.0,4.0,4.08,0.0,0.0
2020-08-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.08,6.66,6.48,5.86,-2.08,2.66,0.7999999999999998,0.0,0.10303944117075785,4.0,4.075555555555555,0.0,4.0,4.075555555555555,0.0,0.0
2020-08-03,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.87,6.6,6.08,-2.04,2.87,0.79,0.0,0.09761818654752874,4.0,4.071111111111111,0.0,4.0,4.071111111111111,0.0,0.0
2020-08-04,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.85,6.42,5.92,-2.0,2.85,0.9299999999999996,0.0,0.09595556922017762,4.0,4.066666666666666,0.0,4.0,4.066666666666666,0.0,0.0
2020-08-05,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.88,6.51,5.94,-2.0700000000000003,2.88,0.9399999999999996,0.0,0.09667162095905393,4.0,4.062222222222222,0.0,4.0,4.062222222222222,0.0,0.0
2020-08-06,4.0,3.35,4.25,4.25,0.6499999999999999,5.85,6.7,6.66,6.0,-1.85,2.7,0.7000000000000002,0.0,0.09901178381048342,4.0,4.057777777777778,0.0,4.0,4.057777777777778,0.0,0.0
2020-08-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.76,6.55,5.9,-2.05,2.76,0.8599999999999994,0.0,0.09931952384145058,4.0,4.053333333333333,0.0,4.0,4.053333333333333,0.0,0.0
2020-08-08,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.81,6.61,5.91,-2.0700000000000003,2.81,0.8999999999999995,0.0,0.09994768746642169,4.0,4.0488888888888885,0.0,4.0,4.0488888888888885,0.0,0.0
2020-08-09,4.0,3.35,4.25,4.25,0.6499999999999999,5.78,6.91,6.49,5.88,-1.7800000000000002,2.91,1.0300000000000002,0.0,0.10727823959058859,4.0,4.044444444444444,0.0,4.0,4.044444444444444,0.0,0.0
2020-08-10,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.69,6.68,6.0,-2.0700000000000003,2.6900000000000004,0.6900000000000004,0.0,0.10219937692412091,4.0,4.04,0.0,4.0,4.04,0.0,0.0
2020-08-11,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.55,6.7,5.97,-2.0700000000000003,2.55,0.5800000000000001,0.0,0.09530109574697923,4.0,4.035555555555556,0.0,4.0,4.035555555555556,0.0,0.0
2020-08-12,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.77,6.34,5.98,-1.96,2.77,0.7899999999999991,0.0,0.09576311770532484,4.0,4.031111111111111,0.0,4.0,4.031111111111111,0.0,0.0
2020-08-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.55,6.37,6.04,-1.9000000000000004,2.55,0.5099999999999998,0.0,0.09789802341470456,4.0,4.026666666666666,0.0,4.0,4.026666666666666,0.0,0.0
2020-08-14,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.98,6.49,5.81,-1.9400000000000004,2.9800000000000004,1.1700000000000008,0.0,0.09426607000412948,4.0,4.022222222222222,0.0,4.0,4.022222222222222,0.0,0.0
2020-08-15,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.94,6.53,5.91,-1.89,2.9400000000000004,1.0300000000000002,0.0,0.09634468771331,4.0,4.017777777777777,0.0,4.0,4.017777777777777,0.0,0.0
2020-08-16,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.83,6.68,6.07,-2.02,2.83,0.7599999999999998,0.0,0.09229450613156427,4.0,4.013333333333334,0.0,4.0,4.013333333333334,0.0,0.0
2020-08-17,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.55,6.5,5.97,-1.96,2.55,0.5800000000000001,0.0,0.09111316697054707,4.0,4.0088888888888885,0.0,4.0,4.0088888888888885,0.0,0.0
2020-08-18,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.61,6.59,5.95,-1.9000000000000004,2.6100000000000003,0.6600000000000001,0.0,0.0924979030517239,4.0,4.004444444444444,0.0,4.0,4.004444444444444,0.0,0.0
