date,repo_rate,reverse_repo_rate,msf_rate,bank_rate,repo_reverse_spread,call_rate,cp_rate_3m,cd_rate_3m,tbill_91d,repo_call_spread,cp_repo_spread,yield_curve_slope
2020-05-15,4.4,4.0,4.65,4.65,0.4000000000000003,5.93,6.73,6.45,5.93,-1.5299999999999994,2.33,0.8000000000000007
2020-05-16,4.4,4.0,4.65,4.65,0.4000000000000003,5.81,6.78,6.55,5.88,-1.4099999999999993,2.38,0.9000000000000004
2020-05-17,4.4,4.0,4.65,4.65,0.4000000000000003,6.07,6.89,6.36,5.89,-1.67,2.4899999999999993,1.0
2020-05-18,4.4,4.0,4.65,4.65,0.4000000000000003,5.92,6.61,6.65,5.93,-1.5199999999999996,2.21,0.6800000000000006
2020-05-19,4.4,4.0,4.65,4.65,0.4000000000000003,5.97,6.45,6.63,5.85,-1.5699999999999994,2.05,0.6000000000000005
2020-05-20,4.4,4.0,4.65,4.65,0.4000000000000003,6.01,6.79,6.71,5.85,-1.6099999999999994,2.3899999999999997,0.9400000000000004
2020-05-21,4.4,4.0,4.65,4.65,0.4000000000000003,5.7,6.78,6.77,6.05,-1.2999999999999998,2.38,0.7300000000000004
2020-05-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.68,6.65,5.87,-2.0199999999999996,2.6799999999999997,0.8099999999999996
2020-05-23,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.83,6.68,6.17,-2.05,2.83,0.6600000000000001
2020-05-24,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.67,6.55,5.81,-2.04,2.67,0.8600000000000003
2020-05-25,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.69,6.49,5.96,-1.9299999999999997,2.6900000000000004,0.7300000000000004
2020-05-26,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.92,6.55,5.95,-1.92,2.92,0.9699999999999998
2020-05-27,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.77,6.65,5.88,-1.9699999999999998,2.7699999999999996,0.8899999999999997
2020-05-28,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.7,6.39,5.88,-1.9299999999999997,2.7,0.8200000000000003
2020-05-29,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.88,6.58,5.97,-1.9500000000000002,2.88,0.9100000000000001
2020-05-30,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.73,6.6,5.94,-2.09,2.7300000000000004,0.79
2020-05-31,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.66,6.26,5.94,-2.0300000000000002,2.66,0.7199999999999998
2020-06-01,4.0,3.35,4.25,4.25,0.6499999999999999,6.14,6.89,6.67,6.05,-2.1399999999999997,2.8899999999999997,0.8399999999999999
2020-06-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.78,6.48,5.92,-2.01,2.7800000000000002,0.8600000000000003
2020-06-03,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.93,6.53,5.91,-2.0599999999999996,2.9299999999999997,1.0199999999999996
2020-06-04,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.84,6.38,5.77,-2.0,2.84,1.0700000000000003
2020-06-05,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.57,6.49,5.94,-1.9400000000000004,2.5700000000000003,0.6299999999999999
2020-06-06,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.97,6.59,5.97,-1.9500000000000002,2.9699999999999998,1.0
2020-06-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.58,6.67,5.94,-2.0599999999999996,2.58,0.6399999999999997
2020-06-08,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.59,6.36,6.02,-2.0700000000000003,2.59,0.5700000000000003
2020-06-09,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.61,6.45,6.04,-2.04,2.6100000000000003,0.5700000000000003
2020-06-10,4.0,3.35,4.25,4.25,0.6499999999999999,5.88,7.0,6.44,6.0,-1.88,3.0,1.0
2020-06-11,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.84,6.48,5.94,-1.9699999999999998,2.84,0.8999999999999995
2020-06-12,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.6,6.64,5.91,-2.0,2.5999999999999996,0.6899999999999995
2020-06-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.6,6.24,5.93,-1.9800000000000004,2.5999999999999996,0.6699999999999999
2020-06-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.24,6.87,6.55,5.93,-2.24,2.87,0.9400000000000004
2020-06-15,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.83,6.41,6.04,-2.0,2.83,0.79
2020-06-16,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.86,6.6,5.95,-2.0700000000000003,2.8600000000000003,0.9100000000000001
2020-06-17,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.84,6.51,5.9,-2.0700000000000003,2.84,0.9399999999999995
2020-06-18,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.98,6.4,5.83,-2.01,2.9800000000000004,1.1500000000000004
2020-06-19,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.76,6.57,5.97,-2.0199999999999996,2.76,0.79
2020-06-20,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.97,6.36,5.88,-1.9800000000000004,2.9699999999999998,1.0899999999999999
2020-06-21,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.5,6.53,6.08,-1.9900000000000002,2.5,0.41999999999999993
2020-06-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.78,6.4,5.9,-2.0,2.7800000000000002,0.8799999999999999
2020-06-23,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.7,6.7,5.99,-1.96,2.7,0.71
2020-06-24,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.79,6.61,6.04,-1.8899999999999997,2.79,0.75
2020-06-25,4.0,3.35,4.25,4.25,0.6499999999999999,6.16,6.6,6.45,5.85,-2.16,2.5999999999999996,0.75
2020-06-26,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.82,6.67,5.94,-1.9800000000000004,2.8200000000000003,0.8799999999999999
2020-06-27,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.77,6.45,6.12,-1.9699999999999998,2.7699999999999996,0.6499999999999995
2020-06-28,4.0,3.35,4.25,4.25,0.6499999999999999,5.84,6.78,6.79,5.95,-1.8399999999999999,2.7800000000000002,0.8300000000000001
2020-06-29,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.7,6.53,6.06,-1.9800000000000004,2.7,0.6400000000000006
2020-06-30,4.0,3.35,4.25,4.25,0.6499999999999999,5.78,6.98,6.38,5.93,-1.7800000000000002,2.9800000000000004,1.0500000000000007
2020-07-01,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.84,6.36,5.99,-1.96,2.84,0.8499999999999996
2020-07-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.2,6.55,6.57,5.9,-2.2,2.55,0.6499999999999995
2020-07-03,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.75,6.47,5.99,-2.04,2.75,0.7599999999999998
2020-07-04,4.0,3.35,4.25,4.25,0.6499999999999999,6.18,6.72,6.64,5.85,-2.1799999999999997,2.7199999999999998,0.8700000000000001
2020-07-05,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.82,6.73,5.98,-1.9000000000000004,2.8200000000000003,0.8399999999999999
2020-07-06,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.75,6.4,6.0,-1.9699999999999998,2.75,0.75
2020-07-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.68,6.49,5.97,-2.09,2.6799999999999997,0.71
2020-07-08,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.74,6.8,5.93,-1.96,2.74,0.8100000000000005
2020-07-09,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.65,6.64,5.94,-1.96,2.6500000000000004,0.71
2020-07-10,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.95,6.72,5.9,-1.9400000000000004,2.95,1.0499999999999998
2020-07-11,4.0,3.35,4.25,4.25,0.6499999999999999,5.81,6.9,6.47,6.01,-1.8099999999999996,2.9000000000000004,0.8900000000000006
2020-07-12,4.0,3.35,4.25,4.25,0.6499999999999999,5.8,6.88,6.4,6.01,-1.7999999999999998,2.88,0.8700000000000001
2020-07-13,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.61,6.5,6.0,-2.0,2.6100000000000003,0.6100000000000003
2020-07-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.84,6.79,5.82,-2.01,2.84,1.0199999999999996
2020-07-15,4.0,3.35,4.25,4.25,0.6499999999999999,6.16,6.77,6.44,5.84,-2.16,2.7699999999999996,0.9299999999999997
2020-07-16,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.89,6.53,6.07,-1.9800000000000004,2.8899999999999997,0.8199999999999994
2020-07-17,4.0,3.35,4.25,4.25,0.6499999999999999,5.85,6.75,6.4,5.98,-1.8499999999999996,2.75,0.7699999999999996
2020-07-18,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.69,6.24,5.97,-2.09,2.6900000000000004,0.7200000000000006
2020-07-19,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.81,6.7,5.86,-2.04,2.8099999999999996,0.9499999999999993
2020-07-20,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.93,6.34,5.98,-2.0700000000000003,2.9299999999999997,0.9499999999999993
2020-07-21,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.74,6.59,5.91,-1.9500000000000002,2.74,0.8300000000000001
2020-07-22,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.76,6.42,5.86,-1.9299999999999997,2.76,0.8999999999999995
2020-07-23,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.58,6.63,5.99,-2.0700000000000003,2.58,0.5899999999999999
2020-07-24,4.0,3.35,4.25,4.25,0.6499999999999999,5.83,6.65,6.69,5.87,-1.83,2.6500000000000004,0.7800000000000002
2020-07-25,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.82,6.64,5.93,-1.9500000000000002,2.8200000000000003,0.8900000000000006
2020-07-26,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.96,6.76,6.03,-1.9400000000000004,2.96,0.9299999999999997
2020-07-27,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.63,6.45,5.99,-2.01,2.63,0.6399999999999997
2020-07-28,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.96,6.63,5.83,-2.04,2.96,1.13
2020-07-29,4.0,3.35,4.25,4.25,0.6499999999999999,6.11,6.6,6.5,5.97,-2.1100000000000003,2.5999999999999996,0.6299999999999999
2020-07-30,4.0,3.35,4.25,4.25,0.6499999999999999,6.2,7.22,6.62,5.94,-2.2,3.2199999999999998,1.2799999999999994
2020-07-31,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.88,6.51,6.09,-2.05,2.88,0.79
2020-08-01,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.82,6.63,5.98,-2.0199999999999996,2.8200000000000003,0.8399999999999999
2020-08-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.08,6.66,6.48,5.86,-2.08,2.66,0.7999999999999998
2020-08-03,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.87,6.6,6.08,-2.04,2.87,0.79
2020-08-04,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.85,6.42,5.92,-2.0,2.8499999999999996,0.9299999999999997
2020-08-05,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.88,6.51,5.94,-2.0700000000000003,2.88,0.9399999999999995
2020-08-06,4.0,3.35,4.25,4.25,0.6499999999999999,5.85,6.7,6.66,6.0,-1.8499999999999996,2.7,0.7000000000000002
2020-08-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.76,6.55,5.9,-2.05,2.76,0.8599999999999994
2020-08-08,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.81,6.61,5.91,-2.0700000000000003,2.8099999999999996,0.8999999999999995
2020-08-09,4.0,3.35,4.25,4.25,0.6499999999999999,5.78,6.91,6.49,5.88,-1.7800000000000002,2.91,1.0300000000000002
2020-08-10,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.69,6.68,6.0,-2.0700000000000003,2.6900000000000004,0.6900000000000004
2020-08-11,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.55,6.7,5.97,-2.0700000000000003,2.55,0.5800000000000001
2020-08-12,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.77,6.34,5.98,-1.96,2.7699999999999996,0.7899999999999991
2020-08-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.55,6.37,6.04,-1.9000000000000004,2.55,0.5099999999999998
2020-08-14,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.98,6.49,5.81,-1.9400000000000004,2.9800000000000004,1.1700000000000008
2020-08-15,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.94,6.53,5.91,-1.8899999999999997,2.9400000000000004,1.0300000000000002
2020-08-16,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.83,6.68,6.07,-2.0199999999999996,2.83,0.7599999999999998
2020-08-17,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.55,6.5,5.97,-1.96,2.55,0.5800000000000001
2020-08-18,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.61,6.59,5.95,-1.9000000000000004,2.6100000000000003,0.6600000000000001
2020-08-19,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.64,6.52,5.88,-2.0,2.6399999999999997,0.7599999999999998
2020-08-20,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.91,6.33,5.88,-2.09,2.91,1.0300000000000002
2020-08-21,4.0,3.35,4.25,4.25,0.6499999999999999,5.85,6.65,6.54,5.83,-1.8499999999999996,2.6500000000000004,0.8200000000000003
2020-08-22,4.0,3.35,4.25,4.25,0.6499999999999999,5.91,6.6,6.57,5.96,-1.9100000000000001,2.5999999999999996,0.6399999999999997
2020-08-23,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.78,6.48,5.93,-1.9299999999999997,2.7800000000000002,0.8500000000000005
2020-08-24,4.0,3.35,4.25,4.25,0.6499999999999999,6.17,6.95,6.39,6.02,-2.17,2.95,0.9300000000000006
2020-08-25,4.0,3.35,4.25,4.25,0.6499999999999999,6.08,6.58,6.65,6.07,-2.08,2.58,0.5099999999999998
2020-08-26,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.61,6.67,5.97,-1.8899999999999997,2.6100000000000003,0.6400000000000006
2020-08-27,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.8,6.6,5.84,-2.0599999999999996,2.8,0.96
2020-08-28,4.0,3.35,4.25,4.25,0.6499999999999999,6.1,6.93,6.52,5.95,-2.0999999999999996,2.9299999999999997,0.9799999999999995
2020-08-29,4.0,3.35,4.25,4.25,0.6499999999999999,5.85,6.83,6.62,5.95,-1.8499999999999996,2.83,0.8799999999999999
2020-08-30,4.0,3.35,4.25,4.25,0.6499999999999999,6.11,6.7,6.62,5.87,-2.1100000000000003,2.7,0.8300000000000001
2020-08-31,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.72,6.58,5.92,-2.0,2.7199999999999998,0.7999999999999998
2020-09-01,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.87,6.5,5.82,-1.9900000000000002,2.87,1.0499999999999998
2020-09-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.17,6.96,6.39,6.01,-2.17,2.96,0.9500000000000002
2020-09-03,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.79,6.59,5.93,-1.9500000000000002,2.79,0.8600000000000003
2020-09-04,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.65,6.44,5.88,-1.92,2.6500000000000004,0.7700000000000005
2020-09-05,4.0,3.35,4.25,4.25,0.6499999999999999,5.99,6.64,6.63,6.07,-1.9900000000000002,2.6399999999999997,0.5699999999999994
2020-09-06,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.79,6.61,5.99,-1.9400000000000004,2.79,0.7999999999999998
2020-09-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.86,6.61,5.85,-2.01,2.8600000000000003,1.0100000000000007
2020-09-08,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.88,6.46,5.95,-2.09,2.88,0.9299999999999997
2020-09-09,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.72,6.68,6.14,-2.0700000000000003,2.7199999999999998,0.5800000000000001
2020-09-10,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.54,6.59,6.01,-1.92,2.54,0.5300000000000002
2020-09-11,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.97,6.39,6.01,-1.9800000000000004,2.9699999999999998,0.96
2020-09-12,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,7.01,6.79,5.89,-1.9400000000000004,3.01,1.12
2020-09-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.88,6.5,5.95,-1.9500000000000002,2.88,0.9299999999999997
2020-09-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.46,6.55,5.89,-2.0,2.46,0.5700000000000003
2020-09-15,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.97,6.4,6.02,-1.9500000000000002,2.9699999999999998,0.9500000000000002
2020-09-16,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.71,6.64,5.98,-1.9699999999999998,2.71,0.7299999999999995
2020-09-17,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.9,6.51,5.9,-2.0599999999999996,2.9000000000000004,1.0
2020-09-18,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.63,6.9,6.05,-1.8899999999999997,2.63,0.5800000000000001
2020-09-19,4.0,3.35,4.25,4.25,0.6499999999999999,5.86,6.55,6.61,5.99,-1.8600000000000003,2.55,0.5599999999999996
2020-09-20,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.71,6.53,5.98,-2.05,2.71,0.7299999999999995
2020-09-21,4.0,3.35,4.25,4.25,0.6499999999999999,6.01,6.42,6.52,5.88,-2.01,2.42,0.54
2020-09-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,7.2,6.59,5.92,-2.0199999999999996,3.2,1.2800000000000002
2020-09-23,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.82,6.6,6.0,-2.09,2.8200000000000003,0.8200000000000003
2020-09-24,4.0,3.35,4.25,4.25,0.6499999999999999,6.21,6.58,6.61,5.88,-2.21,2.58,0.7000000000000002
2020-09-25,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.61,6.5,5.93,-2.0599999999999996,2.6100000000000003,0.6800000000000006
2020-09-26,4.0,3.35,4.25,4.25,0.6499999999999999,6.1,6.89,6.4,5.95,-2.0999999999999996,2.8899999999999997,0.9399999999999995
2020-09-27,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.56,6.52,5.93,-1.9299999999999997,2.5599999999999996,0.6299999999999999
2020-09-28,4.0,3.35,4.25,4.25,0.6499999999999999,6.24,6.81,6.38,5.9,-2.24,2.8099999999999996,0.9099999999999993
2020-09-29,4.0,3.35,4.25,4.25,0.6499999999999999,6.1,7.06,6.36,5.8,-2.0999999999999996,3.0599999999999996,1.2599999999999998
2020-09-30,4.0,3.35,4.25,4.25,0.6499999999999999,6.19,6.81,6.45,5.99,-2.1900000000000004,2.8099999999999996,0.8199999999999994
2020-10-01,4.0,3.35,4.25,4.25,0.6499999999999999,5.74,6.75,6.59,6.02,-1.7400000000000002,2.75,0.7300000000000004
2020-10-02,4.0,3.35,4.25,4.25,0.6499999999999999,5.9,6.76,6.44,5.97,-1.9000000000000004,2.76,0.79
2020-10-03,4.0,3.35,4.25,4.25,0.6499999999999999,5.91,6.69,6.43,6.0,-1.9100000000000001,2.6900000000000004,0.6900000000000004
2020-10-04,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.71,6.55,5.83,-2.09,2.71,0.8799999999999999
2020-10-05,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.74,6.86,5.86,-1.9699999999999998,2.74,0.8799999999999999
2020-10-06,4.0,3.35,4.25,4.25,0.6499999999999999,6.15,6.9,6.58,6.09,-2.1500000000000004,2.9000000000000004,0.8100000000000005
2020-10-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.81,6.54,6.05,-2.04,2.8099999999999996,0.7599999999999998
2020-10-08,4.0,3.35,4.25,4.25,0.6499999999999999,6.11,6.66,6.39,5.93,-2.1100000000000003,2.66,0.7300000000000004
2020-10-09,4.0,3.35,4.25,4.25,0.6499999999999999,5.92,6.74,6.7,5.91,-1.92,2.74,0.8300000000000001
2020-10-10,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.76,6.65,5.77,-2.0,2.76,0.9900000000000002
2020-10-11,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.78,6.69,5.91,-1.9400000000000004,2.7800000000000002,0.8700000000000001
2020-10-12,4.0,3.35,4.25,4.25,0.6499999999999999,5.81,6.84,6.47,5.85,-1.8099999999999996,2.84,0.9900000000000002
2020-10-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.94,6.72,6.48,5.77,-1.9400000000000004,2.7199999999999998,0.9500000000000002
2020-10-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.94,6.63,5.86,-2.09,2.9400000000000004,1.08
2020-10-15,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.75,6.62,6.0,-1.9800000000000004,2.75,0.75
2020-10-16,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.76,6.6,6.07,-1.9299999999999997,2.76,0.6899999999999995
2020-10-17,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.87,6.56,6.06,-2.0700000000000003,2.87,0.8100000000000005
2020-10-18,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.62,6.72,6.01,-2.04,2.62,0.6100000000000003
2020-10-19,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.68,6.59,5.99,-1.96,2.6799999999999997,0.6899999999999995
2020-10-20,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.8,6.75,6.04,-2.0199999999999996,2.8,0.7599999999999998
2020-10-21,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.89,6.43,5.98,-2.0199999999999996,2.8899999999999997,0.9099999999999993
2020-10-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.18,6.72,6.45,5.9,-2.1799999999999997,2.7199999999999998,0.8199999999999994
2020-10-23,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.63,6.51,5.84,-1.8899999999999997,2.63,0.79
2020-10-24,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.89,6.44,6.07,-2.0,2.8899999999999997,0.8199999999999994
2020-10-25,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.9,6.47,6.02,-2.05,2.9000000000000004,0.8800000000000008
2020-10-26,4.0,3.35,4.25,4.25,0.6499999999999999,5.89,6.88,6.57,5.99,-1.8899999999999997,2.88,0.8899999999999997
2020-10-27,4.0,3.35,4.25,4.25,0.6499999999999999,5.88,6.62,6.62,5.87,-1.88,2.62,0.75
2020-10-28,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.54,6.65,5.85,-2.05,2.54,0.6900000000000004
2020-10-29,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.84,6.47,6.0,-2.0599999999999996,2.84,0.8399999999999999
2020-10-30,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.67,6.43,5.79,-2.0300000000000002,2.67,0.8799999999999999
2020-10-31,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.52,6.56,5.93,-2.0300000000000002,2.5199999999999996,0.5899999999999999
2020-11-01,4.0,3.35,4.25,4.25,0.6499999999999999,6.07,6.7,6.51,6.01,-2.0700000000000003,2.7,0.6900000000000004
2020-11-02,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.8,6.61,5.83,-2.0300000000000002,2.8,0.9699999999999998
2020-11-03,4.0,3.35,4.25,4.25,0.6499999999999999,6.08,6.84,6.43,5.93,-2.08,2.84,0.9100000000000001
2020-11-04,4.0,3.35,4.25,4.25,0.6499999999999999,6.0,6.73,6.59,6.06,-2.0,2.7300000000000004,0.6700000000000008
2020-11-05,4.0,3.35,4.25,4.25,0.6499999999999999,6.11,6.55,6.62,6.06,-2.1100000000000003,2.55,0.4900000000000002
2020-11-06,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.91,6.79,6.03,-2.04,2.91,0.8799999999999999
2020-11-07,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.91,6.57,5.95,-2.0199999999999996,2.91,0.96
2020-11-08,4.0,3.35,4.25,4.25,0.6499999999999999,5.96,6.98,6.45,6.07,-1.96,2.9800000000000004,0.9100000000000001
2020-11-09,4.0,3.35,4.25,4.25,0.6499999999999999,6.05,6.54,6.59,5.78,-2.05,2.54,0.7599999999999998
2020-11-10,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.88,6.48,5.96,-2.0599999999999996,2.88,0.9199999999999999
2020-11-11,4.0,3.35,4.25,4.25,0.6499999999999999,6.2,6.67,6.42,6.07,-2.2,2.67,0.5999999999999996
2020-11-12,4.0,3.35,4.25,4.25,0.6499999999999999,6.2,6.75,6.67,6.06,-2.2,2.75,0.6900000000000004
2020-11-13,4.0,3.35,4.25,4.25,0.6499999999999999,5.93,6.68,6.7,6.08,-1.9299999999999997,2.6799999999999997,0.5999999999999996
2020-11-14,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.62,6.79,5.91,-2.0599999999999996,2.62,0.71
2020-11-15,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.8,6.74,6.02,-1.9699999999999998,2.8,0.7800000000000002
2020-11-16,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.82,6.56,5.99,-2.04,2.8200000000000003,0.8300000000000001
2020-11-17,4.0,3.35,4.25,4.25,0.6499999999999999,5.75,6.71,6.58,5.86,-1.75,2.71,0.8499999999999996
2020-11-18,4.0,3.35,4.25,4.25,0.6499999999999999,6.04,6.72,6.76,6.08,-2.04,2.7199999999999998,0.6399999999999997
2020-11-19,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.73,6.54,5.91,-1.9500000000000002,2.7300000000000004,0.8200000000000003
2020-11-20,4.0,3.35,4.25,4.25,0.6499999999999999,6.02,6.64,6.41,6.0,-2.0199999999999996,2.6399999999999997,0.6399999999999997
2020-11-21,4.0,3.35,4.25,4.25,0.6499999999999999,6.06,6.63,6.66,5.9,-2.0599999999999996,2.63,0.7299999999999995
2020-11-22,4.0,3.35,4.25,4.25,0.6499999999999999,6.03,6.87,6.55,5.99,-2.0300000000000002,2.87,0.8799999999999999
2020-11-23,4.0,3.35,4.25,4.25,0.6499999999999999,5.95,6.72,6.53,5.89,-1.9500000000000002,2.7199999999999998,0.8300000000000001
2020-11-24,4.0,3.35,4.25,4.25,0.6499999999999999,5.98,6.52,6.49,5.93,-1.9800000000000004,2.5199999999999996,0.5899999999999999
2020-11-25,4.0,3.35,4.25,4.25,0.6499999999999999,5.97,6.71,6.54,5.99,-1.9699999999999998,2.71,0.7199999999999998
2020-11-26,4.0,3.35,4.25,4.25,0.6499999999999999,6.09,6.65,6.41,5.87,-2.09,2.6500000000000004,0.7800000000000002
